City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
681,Saint-Paul,RE,-21.3585,55.7679,80.19,93,100,31.65,moderate rain
682,Tateyama,JP,28.3667,129.4833,57.49,91,100,13.0,overcast clouds
683,Mandalgarh,IN,17.1667,75.9667,76.33,28,6,8.08,clear sky
684,Pacifica,US,57.0531,-135.33,37.29,93,75,4.61,mist
685,Esil,KZ,50.4111,80.2275,-6.79,92,10,1.45,clear sky
686,Fukue,JP,28.3667,129.4833,57.49,91,100,13.0,overcast clouds
687,Kikwit,CD,-7.3,27.4167,69.55,95,100,2.46,overcast clouds
688,Gazimurskiy Zavod,RU,71.6872,128.8694,-5.08,99,100,6.42,overcast clouds
689,Pontianak,ID,-3.8004,102.2655,75.9,90,99,4.27,overcast clouds
690,Malartic,CA,70.4692,-68.5914,-18.17,69,100,5.75,light snow
691,Harper,LR,4.375,-7.7169,79.36,78,82,8.19,broken clouds
692,Betare Oya,CM,4.2333,13.45,73.33,33,14,1.14,few clouds
693,Tortoli,IT,38.685,16.5499,48.15,73,0,13.04,clear sky
694,Palu,ID,-3.8004,102.2655,75.9,90,99,4.27,overcast clouds
695,Lolua,RO,46.4333,26.4,27.52,89,93,6.11,overcast clouds
696,Hede,CN,38.9342,100.4517,22.21,36,70,9.1,broken clouds
697,Tecoanapa,MX,22.8909,-109.9124,78.62,44,20,3.0,few clouds
698,General Roca,AR,-51.6226,-69.2181,62.65,55,75,20.71,broken clouds
699,Ternate,ID,-3.8004,102.2655,75.9,90,99,4.27,overcast clouds
700,Barranca De Upia,CO,8.4234,-76.786,89.71,69,67,8.39,broken clouds
701,Chiredzi,ZW,-22.2167,30.0,82.76,46,3,8.52,clear sky
702,Mogadishu,SO,9.4942,50.8122,75.47,72,27,18.7,scattered clouds
703,Mucurapo,TT,10.6667,-61.5333,86.05,73,43,13.0,scattered clouds
704,Aswan,EG,26.7292,33.9365,64.89,50,3,6.02,clear sky
705,Sakakah,SA,31.6725,38.6637,48.45,49,0,20.71,clear sky
706,Hollins,US,57.0531,-135.33,37.29,93,75,4.61,mist
707,Parrita,CR,9.5201,-84.3225,97.25,62,1,7.43,clear sky
708,Ozgon,KG,42.7276,78.3648,18.41,78,100,4.7,overcast clouds
709,Walvis Bay,NA,-26.6481,15.1594,67.73,80,61,0.83,broken clouds
710,Chapayeve,UA,49.3662,35.8749,30.02,100,100,3.56,snow
711,Saint-Leu,RE,-21.3585,55.7679,80.19,93,100,31.65,moderate rain
712,Champerico,GT,14.3,-91.9167,91.94,59,0,11.77,clear sky
713,Gizo,PT,40.1629,-8.3327,52.05,69,91,0.27,overcast clouds
714,Ouadda,CF,3.8678,17.9892,76.03,22,79,2.51,broken clouds
715,Scarborough,TT,10.6667,-61.5333,86.05,73,43,13.0,scattered clouds
716,Marrakesh,MA,32.2994,-9.2372,63.32,58,100,9.78,overcast clouds
717,Digha,IN,17.1667,75.9667,76.33,28,6,8.08,clear sky
718,Requena,ES,28.6585,-17.9182,65.12,61,0,8.01,clear sky
719,Bom Jesus,BR,-8.2578,-49.2647,85.3,67,16,5.64,moderate rain
720,Banepa,NP,28.2333,83.9833,52.29,72,96,2.21,overcast clouds
721,Lerwick,GB,50.9188,-1.4904,50.07,79,75,1.99,broken clouds
722,Cockburn Town,BS,26.5412,-77.0636,72.3,56,16,18.84,few clouds
723,Pachino,IT,38.685,16.5499,48.15,73,0,13.04,clear sky
724,Muisne,EC,-0.7393,-90.3518,84.16,88,45,8.01,scattered clouds
725,Bokhan,RU,71.6872,128.8694,-5.08,99,100,6.42,overcast clouds
726,Charters Towers,AU,-42.7826,147.0587,53.74,72,55,1.01,broken clouds
727,San Pedro De Macoris,DO,18.55,-70.5,79.16,64,24,5.19,few clouds
728,Hovd,MN,48.8125,103.5347,-6.02,86,9,4.45,clear sky
729,Shakiso,ET,7.1333,40.7,63.23,27,99,6.62,overcast clouds
730,Kesinga,IN,17.1667,75.9667,76.33,28,6,8.08,clear sky
731,Roma,AU,-42.7826,147.0587,53.74,72,55,1.01,broken clouds
732,Kailua,US,57.0531,-135.33,37.29,93,75,4.61,mist
733,Los Angeles,CL,-53.15,-70.9167,51.82,87,75,10.36,light rain
734,Serebryansk,KZ,50.4111,80.2275,-6.79,92,10,1.45,clear sky
735,Kununurra,AU,-42.7826,147.0587,53.74,72,55,1.01,broken clouds
736,Ratnagiri,IN,17.1667,75.9667,76.33,28,6,8.08,clear sky
737,Husavik,IS,63.4427,-20.2734,29.39,93,100,20.71,overcast clouds
738,Buraydah,SA,31.6725,38.6637,48.45,49,0,20.71,clear sky
739,Bridlington,GB,50.9188,-1.4904,50.07,79,75,1.99,broken clouds
740,Doha,QA,25.2867,51.5333,62.58,67,0,10.36,clear sky
741,Taksimo,RU,71.6872,128.8694,-5.08,99,100,6.42,overcast clouds
